smiles,qed,sa,molwt,clogp,novel,scaffold
[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(Br)cc1)C(=O)N[CH]C(C)C,0.392517037793101,4.0,487.4180000000001,2.6407799999999995,True,c1ccc(CCCCNCc2ccccc2)cc1
CC=CC=COC[CH][C@H](O)[C@@H](O)[C@@H](/C=C/c1ccccc1)N(Cc1cccc(CCBr)c1)[SH](=O)=O,0.1000761584353997,4.1,563.5340000000002,4.0668900000000034,True,C(=C/c1ccccc1)\CNCc1ccccc1
CN[C@@H](Cc1ccccc1)[C@H]1O[C@H]1CC(=O)OP(=O)(O)N1CCC[C@H]1C(=O)OC(C)(C)C,0.3200116276694522,4.45,468.48700000000014,2.424300000000001,True,O=C(C[C@@H]1O[C@@H]1CCc1ccccc1)O[PH](=O)N1CCCC1
[CH][C@@H](O)[C@@H](NCC=CC=COC)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)C(C)C,0.2475710925034003,4.2,441.5320000000001,1.0663900000000013,True,c1ccc2[nH]cnc2c1
[CH]C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[CH]C(C)C,0.5228782005461416,4.1,443.4700000000001,3.142380000000001,True,c1ccc(COc2ccccc2)cc1
CCCC(CCc1ccccc1)CC(=O)CSc1ccccc1-c1cc(O)c(OC)cc1C=O,0.212911788917093,3.95,476.6380000000002,6.980700000000008,True,O=C(CCCCc1ccccc1)CSc1ccccc1-c1ccccc1
CCC[CH][C@H](O)[C@@H](O)[C@@H](CCCC)N(C=O)CCCCCC,0.359987825475925,3.4,314.49,3.3100900000000024,True,
CNCC[CH]CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)C=CC=COC,0.1741712769262172,4.05,494.6780000000002,2.24029,True,c1ccccc1
C=CC[C@H]1C(CCCCCCCCCC)NC(=O)N(CC(C)C)C[C@H](Cc2ccccc2)[C@H](O)[C@H]1O,0.1943037654200368,3.8,500.76800000000026,6.340000000000009,True,O=C1NCCCC[C@@H](Cc2ccccc2)CN1
CCNC(=O)N(CCc1ccccc1)C[C@H](O)CN(CC1CCCC1)S(=O)(=O)C=CC=COC,0.3064801570149459,4.2,493.6700000000002,3.117300000000001,True,c1ccc(CCNCCCNCC2CCCC2)cc1
COC(=O)CCCCCNC(=O)N1CCCCC(C(=O)OC)[CH][C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.3573019476070762,4.2,491.6050000000002,2.241889999999999,True,[CH]1CCCCCN[C@H](Cc2ccccc2)CC1
C=NC=CC=CC[CH]C[C@H](O)CN1CCN(Cc2cc3sccc3s2)C[C@H]1C(=O)NC(C)(C)C,0.2706621588434019,4.25,501.7420000000003,4.479590000000004,True,c1cc2sc(CN3CCNCC3)cc2s1
[CH][C@@H](Cc1ccccc1)N(Cc1cccc(C(N)=O)c1)C(=O)NCCC=CC=CC(N)=O,0.2876287769350805,4.0,432.52400000000017,2.6072900000000008,True,c1ccc(CCNCc2ccccc2)cc1
[CH]SCC[CH]NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.3460812677010764,4.0,497.68100000000027,4.802180000000004,True,c1ccc(CCCCCCc2ccccc2)cc1
CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN,0.4111325874934952,4.15,434.5400000000001,2.0363,True,O=C(CNC(=O)c1ccc2ccccc2n1)NCCc1ccccc1
CNCC(C)Oc1cc(OC)c(Cl)cc1C(=CCCCCOC)C(=O)NC1C[C@@H](Cl)C[C@H]1C,0.2248151643857743,4.1,501.4950000000003,5.057500000000004,True,C=C(C(=O)NC1CCCC1)c1ccccc1
CCCCCCc1cc(O)c(CCC=CC=CNS(=O)(=O)CC=CC=CC(=O)O)c(=O)o1,0.2046723050905287,4.05,465.5680000000005,3.587100000000003,True,O=c1cccco1
COC=CC=CS(=O)(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)/C=C/C=CC=C(C)O,0.2024344974223461,4.05,462.5680000000001,2.2421999999999995,True,c1ccccc1
CCCCCCCCCCCCCCCNC(=O)N(CC(C)C)C[C@H](Cc1ccccc1)NC(=O)O[CH]CO[CH]O,0.1035140085935263,3.95,575.8350000000003,7.752880000000008,True,c1ccccc1
COC=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C=CCO,0.2178215226724713,4.05,466.60000000000014,1.584899999999999,True,c1ccccc1
CC=CC=CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)C=CC=CSC,0.3039898140557831,3.95,492.7070000000001,3.885300000000002,True,c1ccccc1
CC(C)CCCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.4265251312508207,3.85,424.60600000000017,6.790700000000007,True,O=C1CC(c2ccccc2)OC=C1SCCc1ccccc1
CCOC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CC=COC,0.4033874806501095,4.0,454.5670000000003,3.3725000000000014,True,c1ccc(CCCCCCc2ccccc2)cc1
CN[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)NC=CCNCCNc1cc(Cl)ccc1OC,0.2273991333111686,4.050000000000001,493.0950000000002,4.895400000000004,True,C(=CN[C@H](CCc1ccccc1)Cc1ccccc1)CNCCNc1ccccc1
CC1CC(=O)N1C(Cc1ccccc1)C(=O)NC=CC=CCCc1c(O)ccoc1=O,0.4781236828799748,4.15,422.4810000000003,2.696200000000001,True,O=C(NC=CC=CCCc1cccoc1=O)C(Cc1ccccc1)N1CCC1=O
O=C1[C@H](Cc2nc3ccccc3[nH]2)N1c1ccccc1,0.7380823763429933,4.0,263.3,2.5208000000000004,True,O=C1[C@H](Cc2nc3ccccc3[nH]2)N1c1ccccc1
N[C@@H](COc1ccccc1)[C@@H](O)[C@@H](O)[C@H](CSc1ccccc1)NC(=O)c1ccccc1NC=O,0.1814090099694926,4.3500000000000005,495.60100000000017,2.2737,True,O=C(N[C@H](CCCCOc1ccccc1)CSc1ccccc1)c1ccccc1
CCC/C=C/CCCCCCCCC1COC(O)=C(C(c2ccccc2)C2CC2)C1=O,0.2464099181833362,3.75,424.62500000000017,7.642400000000008,True,O=C1CCOC=C1C(c1ccccc1)C1CC1
COC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0.4591250290588821,4.1,458.5550000000002,2.811500000000001,True,c1ccc(CCCCCCc2ccccc2)cc1
CC=NN=CC[CH]C[C@H](O)CNCCNC(C)(C)c1ncc(-c2ccc(F)cc2)o1,0.2645180549392966,4.1,416.5210000000001,3.3168900000000017,True,c1ccc(-c2cnco2)cc1
O=[SH](=O)N(Cc1cccc(-c2cc[nH]n2)c1)[C@@H](COc1ccccc1)[C@@H](O)[C@@H](O)[CH]CO,0.2519608334424605,4.45,460.5320000000002,0.7710899999999996,True,c1ccc(OCCNCc2cccc(-c3cc[nH]n3)c2)cc1
CCC(NC(=O)C[C@H](O)c1cccc(OCc2ccccc2)c1)C(=O)NCC(=O)OC,0.4710546519210513,4.1,428.4850000000002,1.8731,True,c1ccc(COc2ccccc2)cc1
CC=CC[CH][C@@H](O)[C@@H](NCC=CC=COC)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,0.1847427785447543,3.85,456.60700000000014,2.649490000000001,True,c1ccccc1
CC(C)[C@@H](F)NC(=O)CCNC(=O)C(F)F,0.6753686687641464,3.7,240.225,0.8255999999999996,True,
CNC=CC=CCNC(=O)N1c2ccc(c(NC)c2)[CH][C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.4306601562638479,4.3,435.5480000000001,2.432690000000001,True,[CH]1CC[C@@H](Cc2ccccc2)Nc2ccc1cc2
CCC[C@@H](CNC(=O)C=CC=CNC(C)C)C(=O)NCCNC(=O)OC(C)C,0.215780324352375,3.8,396.5320000000002,1.8376000000000008,True,
C[C@H](O)C(Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccccc1-c1ccccc1,0.3719883531066952,4.15,459.54600000000016,2.4357,True,O=C(CNC(=O)c1ccccc1-c1ccccc1)NCCc1ccccc1
C=C(C)C=CS(=O)(=O)NCC=CC=CC(CC)CC(=O)CC(CCC)CCc1ccccc1,0.2626396480698932,3.65,471.70700000000016,6.532600000000008,True,c1ccccc1
C=CC=CC=CC[CH]C[C@H](O)CN1CCN(Cc2cc3cccnc3o2)C[C@H]1C(=O)NC(C)(C)C,0.3761387509856663,4.15,479.6450000000003,3.872490000000002,True,c1cnc2oc(CN3CCNCC3)cc2c1
CCNC(=O)[C@@H]([CH]N[CH]C(=O)NCCNC(=O)[CH]N[CH][CH]NC)NC(=O)Cc1ccccc1,0.1372925968934155,4.25,458.5430000000002,-1.7100499999999943,True,c1ccccc1
CC[C@H](C)[CH]NC(=O)CN1CCCCCC1C[C@](C)(O)c1cccc(C(F)(F)F)c1,0.6222818089229983,4.0,427.531,4.871690000000005,True,c1ccc(CCC2CCCCCN2)cc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC=O,0.3309550408426442,4.050000000000001,474.60100000000017,3.518040000000002,True,O=C(COc1ccccc1)N[C@H](CCCCc1ccccc1)Cc1ccccc1
CNC(=O)N(CCc1ccccc1)C[C@H](O)CN(CC1CCCC1)S(=O)(=O)C=CC=COC,0.3348110028819201,4.2,479.6430000000002,2.7272000000000007,True,c1ccc(CCNCCCNCC2CCCC2)cc1
CN[C@@H](Cc1ccccc1)[C](O)CCNCCCCCNC(=O)NCCCCCC(=O)OC,0.1593348808553676,3.95,463.6430000000002,2.9041900000000016,True,c1ccccc1
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,0.624047935123013,4.1,432.4670000000001,3.643200000000002,False,O=C(CCc1ccccc1)CC(=O)NCc1ccccc1
CCCN(C=O)CC(O)COC1CCCC1C,0.6559470445247618,3.55,243.34699999999995,1.4208999999999996,True,C1CCCC1
C=CC=CC=CC[CH]C(=O)C(=O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1OCN,0.2396062410037556,4.050000000000001,485.6040000000003,3.981390000000003,True,O=C(CCc1ccccc1)NC1CCc2ccccc21
[CH]Cc1ccccc1CNC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC=O,0.344497600624767,3.95,456.5860000000002,3.523590000000002,True,O=C(NCc1ccccc1)[C@@H](CCCCc1ccccc1)Cc1ccccc1
CC=CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)C=CC=COC,0.2736129209924779,3.95,450.6010000000001,2.6125,True,c1ccccc1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(Cl)nc2)CCN1C[C@@H](O)[C@@H](N)Cc1ccccc1,0.5079376764291559,4.25,474.04900000000026,2.0668,True,c1ccc(CCCCN2CCN(Cc3cccnc3)CC2)cc1
[CH]C[C@H](Cc1ccccc1)NC(O)(NC(=O)N(C)Cc1nc2ccccc2[nH]1)C(C)C,0.3989394745586115,4.15,421.5450000000001,3.3084900000000017,True,O=C(NCNCCc1ccccc1)NCc1nc2ccccc2[nH]1
CC=CN=CC(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@H](O)[C@H](C(=O)N[CH]C(C)CC)C(C)C,0.3224283404570489,3.85,450.6440000000003,3.364090000000002,True,C1CCCCC1
CCN[CH][C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CCN1CCOCC1)C(C)(C)C,0.3718003342300626,4.1,461.62700000000007,1.099290000000004,True,O=C(CCN1CCOCC1)NCC(=O)NCCc1ccccc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[C@@H](Cc1ccccc1)NC=O,0.3309550408426442,4.050000000000001,474.60100000000017,3.518040000000002,True,O=C(COc1ccccc1)N[C@H](CCCCc1ccccc1)Cc1ccccc1
C=CC=CCN[CH][C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)/C=C/c1cccnc1)C(C)C,0.1911581913729327,4.0,475.61300000000017,2.817590000000001,True,O=C(/C=C/c1cccnc1)NCC(=O)NCCc1ccccc1
C=CCNCCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,0.2135740793412407,3.95,462.63500000000016,1.9893000000000003,True,c1ccccc1
COC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[CH]C(=O)CCC=O,0.278935600147137,4.25,461.4950000000004,-0.2091099999999972,True,c1ccccc1
C=CC(O)=CC=CCCC(=O)NN(Cc1ccc(O)c(OC)c1)C(=O)NCCC=CC=COC,0.1493031526434823,4.05,471.55400000000026,4.014300000000002,True,c1ccccc1
CNC(=O)[C@@H]1C[C@@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C,0.4526168457197843,4.3500000000000005,473.9570000000002,1.35692,True,O=C(N[C@H](CC(=O)N1CCCC1)Cc1ccccc1)c1ccccc1
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[CH]NC=O,0.37648025650828,4.1,440.5200000000001,1.93359,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CCC[CH][CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC,0.4300446242968803,4.15,471.6420000000004,3.477680000000002,True,c1ccc(CCCCN2CC[C@@H]3CCCC[C@@H]3C2)cc1
CC(C)c1ccccc1Sc1c(O)cc(-c2cccc([N+](=O)[O-])c2)oc1=O,0.4809305499548848,4.15,383.4250000000001,5.195200000000004,False,O=c1oc(-c2ccccc2)ccc1Sc1ccccc1
CC[C@H](C)[CH]NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]CC(N)=O,0.3604403050839519,4.1,444.57600000000014,0.9429800000000006,True,c1ccc(CCCCN2CCCC2)cc1
CC=CC=CCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)OC,0.2983888144626243,4.05,473.5700000000003,2.276299999999999,True,c1ccccc1
CC(C)CN(F)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCC(F)F,0.6285726871718593,3.95,362.39200000000005,2.7924000000000007,True,c1ccccc1
C=CC=CC[CH][C@@H](O)C[C@H](Cc1ccccc1)NC(=O)CNC(=O)N(C)CC=CC=COC,0.2804814202337876,3.85,454.5910000000002,3.159190000000001,True,c1ccccc1
[CH]C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NCSCC(=O)OC,0.2350575802102896,4.1,470.5910000000002,2.0147899999999987,True,c1ccc(CCCCCCc2ccccc2)cc1
CC(C)CN([SH]=O)[C@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,0.3209465696419704,4.25,472.60700000000014,3.966900000000003,True,c1ccc2c(c1)Cc1ccccc1-2
CCC=CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)C=CC=COC,0.250682928302369,3.95,464.62800000000016,3.002600000000001,True,c1ccccc1
CCNC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC,0.3228424088753345,4.2,470.5700000000002,1.7513000000000014,True,c1ccc(CCCCCCc2ccccc2)cc1
CC[C@H](C)[CH]NC(=O)[C@H](CCC(N)=O)NC(=O)CCCOC=CC=CC=CCOCCCC(N)=O,0.1081294826722024,4.0,493.62500000000034,1.7657900000000022,True,
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=CN=CCC=NC#N)Cc1ccccc1,0.3550586012149702,4.1,473.57700000000017,4.191380000000003,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
C=CCN(CC(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)[C@@H](C)CC)C(=O)[CH]CC=CC,0.320164880973484,3.8,436.57300000000026,2.0161900000000004,True,
CCCC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C=O,0.3741916902083274,4.2,460.47700000000015,3.2123000000000017,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]CCO,0.4069946936964036,4.15,486.6770000000001,2.456890000000001,True,c1ccc(CCCCN2CC[C@@H]3CCCC[C@@H]3C2)cc1
[CH]C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](CSc1ccccc1)NC(=O)[CH]NC(=O)OC,0.3525978883213099,4.2,470.5710000000002,1.97088,True,c1ccc(CCCCCCSc2ccccc2)cc1
CC(C)CCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,0.5933789442224604,3.85,396.5520000000001,6.010500000000006,False,O=C1CC(c2ccccc2)OC=C1SCCc1ccccc1
CCC[C@@H]1[C@H](O)[C@@H](Cc2ccccc2)N(Cc2cccc(N)c2)C(=O)N1CCC=CC=CN,0.3771350019812425,4.050000000000001,448.6110000000002,4.066000000000003,True,O=C1NCC[C@@H](Cc2ccccc2)N1Cc1ccccc1
[CH]OC[CH]OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C(=O)OCCCC1CCCCCCCCCC(C)C,0.1980857384732138,4.1,545.7410000000001,6.299680000000008,True,O=C1OCCCCN1CCCCc1ccccc1
CC[CH]C(=O)N[CH]C(=O)N[C@H]1CC[C@@]([C@@H](O)[C@H](O)[C@@H](CCc2ccccc2)NC=O)CC1,0.2899166565536949,4.1,444.5520000000003,0.9811700000000002,True,c1ccc(CCCCC[C]2CCCCC2)cc1
CC(C)c1ccccc1SC1=C(O)OC(CCc2ccc(O)cc2)(c2ccccc2)CC1=O,0.4034336014888237,4.1,460.59500000000014,6.852500000000007,True,O=C1CC(CCc2ccccc2)(c2ccccc2)OC=C1Sc1ccccc1
C=CC(=O)N[C@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)N(CCC)C(=O)NCCC,0.3115789677379216,4.0,481.63700000000017,3.0646000000000013,True,c1ccc(CCCCCCc2ccccc2)cc1
C=CC=CS(=O)(=O)ON(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C=CC=CN)C[C@@H](C)O,0.1790941850825702,4.15,465.5720000000003,0.7472999999999999,True,c1ccccc1
CCC(C=C(O)Oc1ccccc1C)c1cccc(NC(=O)CCn2cnc3ccccc32)c1,0.2885708278733425,4.2,455.55800000000016,6.345520000000006,True,O=C(CCn1cnc2ccccc21)Nc1cccc(CC=COc2ccccc2)c1
O=c1cc(-c2ccccc2)oc(O)c1C(Sc1ccccc1)c1ccccc1,0.4343068094237645,4.0,386.472,5.894100000000005,False,O=c1cc(-c2ccccc2)occ1C(Sc1ccccc1)c1ccccc1
CC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]NC(=O)CCCCCCCCCCCCCCCC(C)C,0.1341018803329185,3.65,515.8030000000001,7.270290000000008,True,c1ccccc1
CC(C)(C)OC(=O)N[C@@H](C(=O)c1ccc2ccccc2c1)/C(O)=C(\C#N)S(C)(=O)=O,0.4223509186113731,4.2,430.4820000000002,3.253580000000001,True,c1ccc2ccccc2c1
N[C@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)N(C=O)Cc1ccc2ccccc2c1,0.29307200198627,4.1,468.59700000000015,3.7013000000000016,True,c1ccc(CCCC[C@@H](Cc2ccccc2)NCc2ccc3ccccc3c2)cc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[CH]CC=CC=COCCN1CCCCC1,0.2395789640373287,3.9,471.6620000000004,5.040190000000005,True,[CH](CC=CC=COCCN1CCCCC1)CCCCc1ccccc1
CC(C)[CH]NC(=O)CCCCOc1ccc(C[CH][C@H](O)CNC2C3CCCCCC3C[C@H]2CN)cc1,0.2681419239944317,4.050000000000001,499.7400000000004,4.410680000000003,True,[CH](CCNC1CCC2CCCCCC21)Cc1ccccc1
CN[CH][C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C,0.4553311892979798,4.0,440.5640000000001,2.7970900000000007,True,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1
C=C(C)[CH]CC[C](CC[C](C)[CH]CC[CH][C](C)CC[CH]OC(=O)C(C)(C)C)C(=O)O,0.2065335722384779,3.4,417.6100000000002,6.895130000000008,True,
C=CC=CC=CCNC(=O)[C@H]([CH]N[CH]C(=O)N[C@H](C)Cc1ccccc1)NC(=O)Cc1ccccc1,0.2910510938282338,4.0,486.6160000000002,2.789080000000001,True,O=C([CH]N[CH]CNC(=O)Cc1ccccc1)NCCc1ccccc1
CCN(c1ccccc1)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[CH]CC(N)=O,0.4306672183438702,4.3500000000000005,472.58700000000016,1.8073899999999996,True,O=S(=O)(CC[C@@H]1O[C@@H]1CCc1ccccc1)Nc1ccccc1
C=CC=CC[C](O)CN(Cc1cccc(C#Cc2ccccn2)c1)NC(=O)[CH]NC(=O)OC,0.2946063588231855,4.1,446.5070000000002,2.869180000000001,True,C(#Cc1ccccn1)c1ccccc1
CCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1)S(=O)(=O)C=CC=COC,0.3476479305074652,4.3,481.6150000000004,1.716,True,O=C(NCCc1ccccc1)N1CCOCC1
CNc1ncnc(NC(C)C)c1N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(N)=O,0.3200549090336409,4.4,456.55100000000016,0.2316000000000027,True,O=C(CCc1ccccc1)Nc1cncnc1
O=CN[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OC1COC2OCCC12,0.4368030464963729,4.4,468.5500000000002,2.193599999999999,True,O=C(N[C@H](CCCCc1ccccc1)Cc1ccccc1)OC1COC2OCCC12
C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CN(Cc1ccccc1)C(=O)NCC(C)(C)C(N)=O,0.4695931580098202,4.05,436.55300000000017,1.9838,True,c1ccccc1
CC=CCNCCNC[C@@H](O)[C@@H](CC=Cc1ccncc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,0.2194282471232321,4.25,480.6090000000002,1.8281,True,O=C(CCC=Cc1ccncc1)N[C@@H]1CCOc2ccccc21
O=C(C[C@@H](Cc1ccc2c(c1)OCO2)C(=O)NCc1ccccc1)OCc1ccccc1,0.5181760553934185,4.2,431.4880000000001,4.023900000000003,True,O=C(C[C@@H](Cc1ccc2c(c1)OCO2)C(=O)NCc1ccccc1)OCc1ccccc1
C=CC=CC[CH]C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)OCCC=C(C)C=CC,0.2706170299079555,3.75,453.6030000000002,4.440190000000004,True,c1ccccc1
CN[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,0.3349924098856455,4.2,454.52700000000016,0.077800000000003,True,O=C(CCc1ccccc1)NCCc1ccccc1
CC=C1C=CCNC(=O)N(Cc2ccccc2)CC(O)[C@@H]1Cc1ccccc1F,0.8212781802892939,3.95,394.49000000000007,4.073200000000004,True,C=C1C=CCNC(=O)N(Cc2ccccc2)CC[C@@H]1Cc1ccccc1
C=CC=CS(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[CH]NC(C)=O,0.3925960928471163,4.05,450.5810000000002,1.3601899999999991,True,c1ccccc1
C=CC(=CC=CO[CH][C@H](O)[C@@H](O)[C@@H](O)C(=O)NC(=O)[C@@H](C)C(C)C)CCc1ccccc1,0.2743469798209949,3.85,444.5480000000003,2.4412900000000004,True,c1ccccc1
C=CCN1C(=O)N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.5027980286289983,4.1,456.5860000000002,4.054600000000003,True,O=C1N[C@H](Cc2ccccc2)CC[C@@H](Cc2ccccc2)N1Cc1ccccc1
CCCCCCCCCCCCCCC1CCCCCCC(=O)NCC(=O)N(C(C)C)C1Cc1ccccc1,0.2126535802425647,3.7,540.8770000000003,9.012500000000005,True,O=C1CCCCCCCC(Cc2ccccc2)NC(=O)CN1
[CH]NC(=O)[C@](O)(Cc1ccccc1)CN(Cc1ccc(F)cc1)NC(=O)[CH]NC(=O)OC,0.3204847110739725,4.3,443.45500000000015,0.935279999999999,True,c1ccc(CCCNCc2ccccc2)cc1
C=CC=CCO[CH][C@H](O)[C@@H](O)[C@@H](OCc1ccc(F)cc1F)C(=O)NC1c2ccccc2C[C@H]1O,0.2697603914077554,4.3500000000000005,488.5070000000001,2.26689,True,O=C(COCc1ccccc1)NC1CCc2ccccc21
[CH][C@@H](O)[C@H](NCC=CC=COC)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)C(C)C,0.2475710925034003,4.2,441.5320000000001,1.0663900000000013,True,c1ccc2[nH]cnc2c1
O=CN(Cc1ccc2ccccc2c1)C1C(c2ccccc2)NC(c2ccccc2)P1(=O)O,0.2995616894726015,4.35,456.4820000000001,5.438000000000006,True,O=[PH]1C(c2ccccc2)NC(c2ccccc2)C1NCc1ccc2ccccc2c1
CC(C)(C)OC(=O)N[C@H]1CCC[C@@H]1C(=O)NCCCC(O)CCc1ccc2ccccc2c1[SH]=O,0.2901049369021193,4.25,502.6770000000002,4.027300000000004,True,O=C(NCCCCCCc1ccc2ccccc2c1)C1CCCC1
C#CC(=CC=CC[CH]C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(F)(F)F,0.3199534379028086,3.85,436.49400000000014,5.145890000000006,True,c1ccccc1
CCNC(=O)[C@H]([CH]N[CH]C(=O)NCCNC(=O)[CH]N[CH][CH]NC)NC(=O)Cc1ccccc1,0.1372925968934155,4.25,458.5430000000002,-1.7100499999999943,True,c1ccccc1
N=C(C=CC=CCCNC(=O)NC1[CH]C1c1ccc(OCC(=O)Nc2nccs2)cc1)NO,0.0979567216265078,4.550000000000001,469.5470000000002,2.5884600000000004,True,O=C(COc1ccc(C2[CH]C2)cc1)Nc1nccs1
CN1C(=NC#N)N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,0.5591100286998728,4.2,454.5740000000002,3.215480000000002,True,N=C1N[C@H](Cc2ccccc2)CC[C@@H](Cc2ccccc2)N1Cc1ccccc1
CCN[C@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)N(C=O)C/C=C/c1cn[nH]c1,0.2757891412844201,4.15,462.59400000000016,2.4352,True,C(=C/c1cn[nH]c1)\CN[C@@H](CCCCc1ccccc1)Cc1ccccc1
CC[C@H](C)[CH]NC(=O)[C@H]([C@H](C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)NC,0.2060656630619526,3.7,482.7300000000005,4.725690000000003,True,
